sentiment,text,data_id
positive,Good flavor. Works great. Little noisy,6
negative,cracked and spayed water everywhere first time I used it,6
negative,"Obviously got dropped somewhere along the way, bent the foot.  But otherwise seems to work fine.",6
positive,Did not always hold in place. Many fell off and got lost.<br />Still have one on use,6
positive,This fit and the screw holes lined up. Nothing more I could have asked for since the old was was cracked and brittle from years of weather exposure.,6
positive,"Super cute! I love these dishwasher magnets. My mother in law used to use a sticky note every morning & then I found this awesome invention. I purchased one for her and she loves it! Just recently bought my own house and I had to buy one for myself. This one comes with a magnet in case your dishwasher isn’t magnetic, which I thought was cool! I was worried that my dishwasher wouldn’t be magnetic and when I opened the package I was surprised to see that included!",6
positive,Instruction sheet would be nice. Showing which end goes up.,6
negative,"Bought this aftermarket replacement Water Filter (Glacier Model GF1000P) for my LG Fridge, worst mistake ever.  And, yes, I made sure the model was the correct one.  Have been replacing water filters for 2 years on the fridge, it’s not rocket science.  Read directions; followed to the letter, took 2 hours to flush out system by dispensing water every 30 seconds on and 60 seconds off as directed by instructions.<br /><br />When finished, I dispensed a glass of water to drink.  What hit me first was the CHEMICAL SMELL, it was overwhelming.  I took a small taste of it, ugh! It was SO FOUL that I spit it in my sink without swallowing it.  The water had a CHEMICAL TASTE that was horrendous.<br /><br />Thinking that I had gotten a defective water filter, I installed the 2nd one in the bundle.  Same result, foul tasting and smelling water.  I thought maybe if I flushed it some more than it would okay, so I flushed 4 gallons through fridge, the taste and smell NEVER went away.<br /><br />Promptly ordered an OEM part and installed it; my water tastes great again!  I will always buy an LG part for my refrigerator going forward and will never trust aftermarket again.  BUYER BEWARE.",6
positive,Easy to install,6
positive,Good to use it,6
positive,We love this dishwasher! It's great for 2 people in an apartment,6
negative,I liked the price. Will compare to name brand filters as time goes by.,6
positive,Does what it is supposed to.  Received order quickly and accurately.,6
positive,Worked great with my dryer.,6
positive,I’m so happy I got this. Washer works like new for $40. No more drip! So happy 👍,6
negative,"The housing model number doesn't align with the humidifier, as described.",6
positive,Just the size for every Home or Condo.,6
positive,These are very nice and sturdy....great storage... i have 2 hens and between The 2 of tnem the have accumulated six dozen of eggs... i love the dual purpose and i will be purchasing some more... i still use the card board however this is extremely well done...very nice for gifting.,6
positive,"I have no idea why these would ever get a bad review. I use them with the paper filters. The only time you will have an issue is if you overfill the pod. I do as others have suggested. I fill the pod about halfway, tap it down then fill it up and tamp it down again. I use a small makeup brush around the top of the pod to remove any coffee that might have gotten on the rim. It takes a little time to make a pod but to me, It's worth it. I will not pay over a dollar a cup for my espresso. I use Starbucks espresso grind and also use Great Value French Roast. I love these.",6
positive,"Replaced a dripping refrigerator valve.  Recommend moving slides to pull out the frige, an electric drill with 1/4 socket, a towel, and a vacuum cleaner to clean up all of the dust buildup underneath the frige.",6
positive,Good,6
negative,"Much cheaper than purchasing the name brand filters, but they are flimsy. They hardly stand up in the humidifier I have to situate it into the right position in order for it to stand up. It does not ever completely dry out either. When I was using the filter that came with my Starry Night Vics Humidifier I would remove it when not in use, as instructed, and it would dry out completely every time. I am not really sure what purpose the filter has in the humidifier so I am not sure how important these features are. I may buy again because they are so much cheaper... I have not decided.",6
positive,Fixed my dryer 😃,6
positive,Met all requirements.,6
negative,"Won’t let you return. Product seemed fine just didn’t work in my application. Stand behind your product. Anybody that wants one I have mine for sale, half the price. I will even let you return it if you can’t use it.",6
positive,"Decent quality for the price, but it would be better if they had heavier material for longevity.",6
positive,Alittle overpriced but it was as described and came quickly,6
positive,Great to work with!! fit my new $4000 fridge perfect!!! Thanks...&#34;D&#34;,6
positive,Esta muy bonito de color  pero lo keria para mi refrigerador y le kedo chico,6
positive,"Unfortunately this didn't fit my Kitchen Aid as the parts manual seemed to indicate. However' it's a good quality piece that I think would work great for the product it's intended for. I still use it to prevent spills but it kind of sits on top of my KitchenAid Professional 6 Qt Mixer rather than integrate with it.<br /><br />My bad, but it's still a great product for a great price.",6
negative,Didn't fit and company did not respond to my inquiry request for a possible solution.,6
positive,"would have been helpful to have installation instructions, but I figured it out.<br />Don't take out the four screws the hold the hinges to the front door!",6
positive,"Amazed at how quickly the got it to me! Two weeks sooner than promised! Good, sturdy product and exactly as represented.",6
positive,Perfect for my keurig k500...if you need a k cups carafe this one did a good job..,6
negative,"disappointed, my new stove fit in perfectly, but the 30 inch hood was difficult to install within the space, which is exactly same width as my 30 inch stove.  we had to force it into its space,  thankfully we didnt damage the new cabinets.  the light cover is very cheap and doesnt even stay in place, it drops down on one side, allowing it to be seen from the other side of the kitchen,  thinking of taking it off permanently.",6
positive,"Perfect replacement for the original part on our Samsung dryer.  Includes the bearing, bracket, wheel and screw so you don't need to worry about anything not fitting.  Direct replacement.",6
negative,The range hood is not as nice as it looks in pics. The way the range hooks/latches on doesn’t make it flush and you can see a gap. The suction is weak as well. Very disappointed.,6
positive,Worth every penny,6
negative,These things didn’t even work when I got them and installed them and they took forever to ship dont buy,6
negative,Dislike did not work with my keurig very disappointed 😞 😞,6
positive,"It fit my model of Whirlpool oven, as the webpage noted.  Easy install with a couple of tools and a little bit of time.  Make sure you disconnect the power.  Loosen two 1/4 inch screws. Pull out old element.  Remove two wires on the back of element.  Replace it with the new one and you are good to go!",6
positive,Easy replacement,6
negative,"When I first received the handle, I was satisfied with it, but 14 months later it broke just as the original handle did. We did not treat the handle roughly - only normal use. What follows is my original review.<br /><br />When the handle on our GE refrigerator broke, I was not sure whether I could find a perfect match, but this handle did the trick. I was unclear when I bought it how long the original handle was, but it turned out that this one fit perfectly. Installation is a bit tricky because, while the top is attached with Phillips screws, the bottom screws can be removed only with a safety screwdriver. Fortunately these are readily available at hardware stores.",6
positive,Good price for a replacement using a generic switch versus the actual original brand name,6
positive,Fit perfectly in my humidifier at an excellent price!,6
positive,"This is a replacement in an old 22 years young Amana Refrigerator.<br />All of a sudden, the refrigerator was not cooling with Ice started to build up in the fridge fan hole and evaporator.<br />After checking the internet, they suggested to replace the thermostat that thaw those ice when it is starting to build up.<br />So, when I did it, it solved the problem.<br />You need a hot gun to help the fridge thaw out the thick ice to speed the thawing process.<br />The heater in there is very small compare to the size of evaporator coil at least in this refrigerator.",6
positive,Fit,6
positive,"good item, Same as OEM but at 1/3 the cost.",6
negative,"One part in the box arrived damaged. I had to postpone the installation due to talking with the seller and waiting for the replacement parts to be shipped. If you are bold enough to order, please order at least four weeks before your scheduled installation to be safe just in case.<br /><br />Also, the description says &#34;Motor: Dual&#34;. This is incorrect. There is only one motor. You cannot switch between LEFT and RIGHT venting option.",6
positive,It works.,6
negative,"This dryer vent is made when it breaks , it FALLS INTO the guts of the dryer . Which means total take apart of said dryer and disconnection to two electrical switched /relays  .. samsung you suck",6
positive,Be good to people even if they have different opinions or political beliefs.,6
positive,I bought these filters for my Kenmore 144170 humidifier to replace the 32-14911 filters that I couldn't find anywhere. They appear to be an exact fit! I ordered more for next season!,6
negative,Essentially this is nothing more than a drip coffee pod. No crema. Definitely no substitute.,6
negative,I missed the return date max by a few days so now I am stuck with it. I am willing to exchange for correct sized pieces if option is still available.,6
positive,"I've tried a few types of reusable K cups and most break off at the lid after a few months, but not these. Seven months and counting with daily use and these are still like new!  Highly recommended!",6
negative,"Doesn’t fit our Bunn.  I have to cut them to size, but easy enough to do.",6
positive,Perfect fit on my dryer.,6
positive,They worked,6
positive,It is very nice. Better than expected. I was hesitant about ordering . But I am glad I did. It works perfectly. It was a little challenging to install but partly due to where our receptacle was in our upper cabinet we removed . Great purchase.,6
positive,Shipping took forever and finding the right adapter was a pain but other then that it works awesome. Holds about half a load of laundry. Spin cycle gets them quite dry. Love it.,6
positive,easy to install. Great value,6
positive,"The plastic on these K-Cups is shiny (whereas those I've previously bought are dull) thus more attractive.<br />I especially like that the screen on these cups is on the side only (whereas our others have screen on the bottom, as well as side)--I feel the side-only screen produces more flavorful coffee for having more exposure to the ground beans before exiting the side screen.",6
positive,"Runs very quiet, the old motor was getting loud, fit into the existing bracket perfectly. Easy fix for a loud refrigerator fan.",6
positive,"Update: Changed rating from 2 to 4 stars. After several washings, the performance has improved. I recommend still using the liquid humidifier treatment that makes the mineral buildup more soluble and easier to wash out. A final rinse in ice cold water seems to help.<br /><br />Using with Vornado EVAP40 4 gallon humidifier, with only moderately hard water, the filters need to be turned after about 2 gallons. At 3 gallons, evaporation slows down to less than half the original rate. This is not due to humidity already present. My humidity is kept relatively constant. What happens is that by the time most of the water is evaporated, only the bottom third of the wick is wet.<br /><br />The capillary action is much less than that of the original paper wicks, and these wicks clog with minerals much faster.  They do rejuvenate after soaking in white vinegar, but I will be spending as much on vinegar as I did with paper wicks.",6
positive,Works great but college kids aren’t able to read it for some reason.,6
positive,Fits the Breville filter holder SP0027237.,6
positive,This a a great little ice maker,6
positive,La verdad que se aprovecha mucho el espacio con este articulo.,6
positive,Attached to our refer and works fine. Standard internal washers that don't require much torque. Finger tight and a quarter turn and you're good to go. Good quality hose.,6
positive,"We are using it in our 5th Wheel and it is wonderful, pops out 9 cubes every 5/6 minutes or so! My freezer is so happy. :)",6
positive,Exact match to the original part.,6
positive,Easy to use.,6
positive,Perfect for clean brew without coffee bits in coffee,6
negative,Dishes need to be thoroughly scrubbed prior. Dish washing times are almost twice as long as listed in the manual. Too many setting options and not much of a difference when they come out. I'm now using the lower setting with faster wash and comes out cleaner than the heavy wash cycle but saves water. Some parts are made of low quality plastic. A small peice on a &#34;pod&#34; basket broke off on day 1 but I won't use that anyway. An 11 inch dish is a very tight fit. It does steam heat when you use cold water. All in all it does save time from standing over the sink and doing dishes all day.,6
positive,"This is the second cable I buy through the same company. It is exactly what I needed, and much less than I'd pay if I bought through one of the major retail stores. Very pleased with the quality and the price.",6
positive,"This range is what I expected, nice looking and works well. The kitchen counters have a space for the stove to go so had to make sure the range would fit, only part I didn't pay attention to was the height as it sits about and inch and a half too low to the counters on either side. My mom is very pleased with it and that's what counts. It starts easier than the old stove (which would click click click until it caught) did so that's a plus in my opinion.",6
negative,Made very cheap,6
positive,Love that these are unbleached - works great and very sturdy,6
negative,"I thought it was a really neat, compact purse, but I had trouble putting my credit cards in on the tri-fold that holds credit cards on both sides.  With filling all the slots, they became harder and harder to get the credit cards in, so I returned it.  If you are not going to use all the credit card slots, it might be a good purchase for you, but otherwise, I would pass.",6
positive,"this filter was recommended to purchase from Jenn Air when our freezer ice maker was freezing up and although it didn't fix the freezer problem, it installed easily and water tastes good. price was appropriate not a great deal but not the worst.",6
positive,Perfect fit and fix,6
positive,I seen something similar advertised on TV. I wish that I had gotten these years ago. Now I don't have to pull the oven out of cubby hole to clean out the food that dropped between the cabinet and oven as often. I recommend these. So easy to clean to.,6
positive,Worked great. Smooth operation.,6
positive,much less expensive than the Samsung OE filter.  Great water flow rate with the new filter.,6
positive,I've had this for more than a year now and it's been running like a champ. I was skeptical when I wanted to buy it coz it was so damn cheap. It gets the job done and all the bells and whistles work fine. The black plastic on the ice and water dispenser is a bit cheap looking but it is OK otherwise. I've been very happy with this fridge and I am just wondering why other brands go for double this price on a stainless steel side by side.,6
positive,Excellent,6
positive,Worked great on our 15 year old GE glass top range.,6
negative,Ordered these and these filters supposedly cross-referenced tomy fridge. Received them and the mounting threads are not what is needed to work. Did the wrong filter get put in this box or do they have incorrect information about what models these fit??? Looked up a different manufacturer and could see in the picture the mounting threads would work so ordered from them. Won't use this companies filters again.,6
positive,Loved them for pantry!,6
positive,Shipping was fast and the bearing look great. I just need to make time to finish putting them in.,6
positive,"I myself love to chew ice, this machine absolutely covers my ice chewing addiction. The is it makes is always super yummy and it is always make it ice. It barely makes a sound and is so easy to fit on your counter top.",6
negative,2 stars because it is the part I ordered and it fits but it was damaged. Luckily I used parts from my old unit.,6
positive,"This hood is better than the range hoods Home Depot and Lowes had, and a heck of a lot cheaper. I couldn't find a comparable stainless steel range hood for any where near the price. Easy to install also. I installed it myself in about an hour.",6
positive,Perfect fit….very easy to install.,6
positive,"I expected it to work perfectly, and it did! Matter of fact the water flows more freely than the one that came with the frig. (even when it was new!) Delivery was timely, with everything securely packed.",6
positive,"What did I like?  I like the styling of this one with the rounded edges.  I didn't want yet another digital display, so, I like the push button controls.  Some have mentioned that they beep when you press them but mine do not beep.  The 'quiet' is good enough for most cooking and that mode is acceptably quiet as the name would suggest.  If the need arises then there is plenty of suction power on tap.  The second mode is about as load as my old microwave was on medium.  I would only run in the high modes for short duration as needed.<br />What I didn't like?  I'm not a big fan of the logo on the front.  Looks like it is probably some sort of powder coat paint.  maybe it can be removed?  Anyway, not a big deal. The stainless is magnetic which I've heard indicates low quality.  It looks ok to me but consider the price of the unit.  It did come with wall anchors but no other mounting hardware.  I went to HD and bought some screws and washers to mount it under my cabinet.  It didn't come with any drilling template but I just used a third hand to hold it exactly in place while I marked the holes.  Fortunately there is enough room for medium hands to fit in between the fan and the body to mark holes from the bottom.  Lastly, like many I was kind of annoyed when I saw the baffles where white.  I eventually figured out it was a protective material.  I think it took me like 45 minutes to peel that off.  That was a pain.  Over all I think it is a good value for the money for the average kitchen and gives much better performance than any microwave vent fan.",6
positive,perfect filter,6
positive,"Did the job, for a cheaper price. I got the exact same one, without paying an arm and a leg.",6
positive,Awesome product!!! Works perfectly in my Keurig 2.0 and opens the secret menu!!,6
positive,nothing,6
positive,My spendy fridgidare gallery fridge was not staying at a consistent temp but the freezer was. I read Max’s review and knew I had the same problem as I had frost build up in the same spot. My old part had ruptured as well. I knew it would work because Max’s pictures looked just like my freezer otherwise I would’ve not had the confidence to buy this part and hope it was the fix to the problem. 16$ And my fridge is cooling better than ever thanks Max!!!,6
positive,easy to order and no problems installing it,6
positive,Product was as described. Installation was done in 15 minutes and works as designed.,6
negative,It doesn’t fit and I can’t use it.,6
positive,"It's pretty amazing how many of the flavorful compounds found in coffee a paper filter will absorb and keep from your tastebuds. I highly recommend a reusable filter and the Gold Tone is great, it let's all of the flavor through and has nice features like a handle to remove the basket.  Do yourself a favor, get you a reusable filter",6
negative,Not a magnet. Was very disappointed.,6
positive,Works as advertised,6
positive,Used another brand fuse that did not work very long. This brand seems to work.,6
positive,"As described, fast shipping",6
positive,Happy to have my oven working again,6
positive,Product seems to be as advertised.  It was shipped quickly. We have used it and no one in the household has been any worse for the experience thus far.,6
positive,I bought this just before the 4th of July holiday and followed all instructions prior to plugging the unit in and turning it on. Unit worked fine for a day but the following day failed to start back  up when turned on.  I tried for a couple more days before sending an e-mail to the seller via Amazon.  Seller was quickly back in contact with me and inside of a week I had a replacement unit. Customer service and response time are greatly appreciated and the new unit is functioning well as of now.,6
negative,,6
positive,"Slightly different design than the part it replaced, but fit just fine.",6
positive,This worked perfectly in my whirlpool refrigerator. The water tastes even better than the filter that came with the refrigerator and at a fraction of the price.,6
positive,Easy to install tool about 15 min and my oven was working again,6
positive,Replacement for GE XWF filter. Easy to install and water tastes as good as with the GE filter.  How long will it last? Time will tell.,6
positive,Easy to install!1 Why did I wait so long to find these?!,6
positive,"Thanks Ling for all the help in resolving any issues I had!<br /><br />Below is info on how to setup the device with smart life app as the instructions included are no longer correct:<br /><br />Pairing to wifi is confusing due to app change.<br />Ways to pair w new app:<br /><br />If this device shows up on wifi search (SMART-XXXX) use this otherwise scroll down:<br /><br />Add device>>Small appliance>>humidifier(wifi only)>>add wifi credentials>>(ignore reset/power and hit next)>>slowblink status button(one on the left)>>goto connect button at bottom of page<br /><br />At this point it will tell you to connect to the unit via wifi and will pull up your wifi manager. Select the wifi device from the list (think it was ""smart"" something or another. Easy enough to find as it'll be a random new device you've never seen before) after you connect hit your ""back"" button and you should drop back to the app  and it'll finish the connection and add the device.<br /><br />If it Does not show up on a wifi scan:<br /><br />1. Power off the machine via the power button but keep plugged in.<br /><br />2. Press and hold the ""Mist level"" button for about 5 seconds, the WiFi signal icon will start flashing.<br /><br />3. Enter the App, enter the ""+"" on the upper right corner of the home page or select the add a device<br />  button if you have no current devices.<br /><br />4. Choose ""Small Home Appliance"" on the left side of the screen.<br /><br />5. Scroll down a bit on the main screen are and select ""Humidifier(Wi-Fi)"".<br /><br />6. Enter the Wi-Fi Name and Password if needed and click next<br /><br />7. Reset device( Double check the wifi icon is blinking still. If not repeat steps 1 and 2 so it is)<br /><br />8. Select ""Blink Quickly"" button on bottom right<br /><br />9. Wait for the app to find and configure machine (can take up to 2 minutes).<br /><br />Hopefully this helps some people out!",6
negative,"They are ok, but if you plan on storing before next or later use, the tops loose the stickiness and coffee goes everywhere when the tops fall off.",6
positive,Easy install!,6
positive,"Installed this kit on our Maytag Bravos MCT when we noticed it was not agitating very well and not spinning out the clothes properly. There were no instructions in the package, but we watched several YouTube videos. Install was pretty simple, but we found the new belt was far too tight to get on. The old belt was still in great shape, so we just reused it. If you find that, after installing, the outer tub isn't moving when it should,  check that you didn't inadvertently Install the thin ring that has the fob/ ring that connects to the actuator upside down. We did, but didn't realize it until we bought a replacement actuator and tub hub and installed them.. lol!",6
positive,"Way better than the cheap plastic knobs that came with my stove. These are made of some type of metal, I didn't realize that when I purchased them, which explains the hefty price. I highly recommend these and would suggest replacing all your knobs if they're the plastic ones.",6
positive,great product 👌,6
positive,This machine is working great.  Makes ice quickly and is so quiet.,6
positive,Replaced another sensor to get the dryer working.  Part saved as a spare.,6
negative,Bottom left cooking zone stopped working in less than a month :\,6
negative,"moves around a lot, pretty light weight.",6
positive,"It fit as described, can't really tell if it filters or not. No problems to date",6
positive,The filter came promptly and it installed perfectly...water is perfectly pure after flushing for a bit.,6
positive,Follow the instructions from on line video,6
positive,Got to me quickly and installed it no problem. Worked great!! Saved me over 150.00 by not having to call a professional in to install it thanks to youtube showing me how to install this myself.,6
positive,Well this product pretty much did what I needed it to do. My dishwasher rack was rusting and getting stains on my dishes.  This item was very easy to use and covered up the rust so that it no longer stains my dishes. Good product,6
positive,My husband suffers from sleep apnea and we had a hard time with his old service provider.  I am so thankful I can order what he needs now when he needs it!!,6
positive,Just what I needed,6
positive,Just a great product that does the same as manufactured original product at a whole lot less. Save your money and stock up on these great filters.,6
positive,"I never even knew what the heck this was, or heard of it, until I got so far with trying to figure out why in the world my washing machine wasn't spinning properly, even though it agitated and filled and switched cycles. I thought I may have had to replace the drive block in which case, I needed to remove the agitator completely and then tada the spanner nut. Please pick this up, don't try and use channel locks or something, your going to end up chipping your porcelain drum, and then hello rust city, thus ruining your washing machine entirely. This is exactly what it looks like solid steel, and it even comes with an adapter piece for smaller nuts. I just dropped it on the nut in the center of the washer, make sure you have a Rubber Mallet on hand, some people use a regular hammer, you can, but you have to be extremely cautious you don't slip and again chip your drum, so for me, better safe then sorry, I used a rubber mallet, and it worked just fine. Hold on to the wrench so that your applying pressure not only to the opposite handle your hitting, but so that the pressure exerts into the center so it doesn't slip, if you don't do this, it will slip. Just give it a few good whacks to break it free and then you can just spin the wrench once you've loosened it up. It works great. Btw, if you find yourself in my shoes with a washing machine that won't spin, is making a odd noise when turned on, but does all of the other operations it should, I'm sorry to say, it's not the drive block, but the transmission. I actually had a friend that repairs them for a living come and verify that it was my transmission. That being said, if you hop on your local for sale ad's check for a washer made by the same company yours is. I own a whirlpool and got really lucky, found an estate washer for sale for $25, both made by whirlpool, and was able to not only replace my transmission and have a great running washer, but I was also to take tons of other parts for possible future repairs, especially the motor, so if you do that, take everything from the underside of your washer, even the hot water/cold water black switches up top, cause I actually had that go to on mine. You can easily Google search to find what other sub brands your company makes so you know your getting the right parts. I've fixed my washer quite a few times for various things from the clutch, to agitator dogs, the switch, to the transmission. If you need help write a comment and I'd be happy to help you, walk you thru the steps. And a very simple fix/diagnosis, if your washer turns on, fills up but then won't switch into the next cycle or switch into any cycles, don't do what the people who sold me that awesome washer for $25 did and sell it for $25, your washing machine is 100% working great, you have no major problem at all, it's 99.9% probably the lid switch, the switch that click when you close your lid, so when you lift the lid it stops, and it takes no more than 15 minutes to fix, and even less time if you do what I did and just remove the stupid thing, so now my washer doesn't stop when I lift the lid, and that problem will never be a problem for me again. So I literally got a washer that was fully functional, all the parts worked perfect, it was just that stupid wire switch that was the problem, and there washer was in brand new condition! Hope I was able to help you with how to use this, and maybe some insight on any issues you may be having. I do reviews for Amazon so I am on here checking comments daily, and I also have my email address on my profile if you need immediate help and I haven't checked comments yet that day, please feel free to email me!",6
positive,A,6
positive,"They work great, I have used at least 8 of these the past few years. Also, I really like the month labels they include so I can keep up with when they need to be changed again.",6
negative,Ice maker cracked and broke a few months after we purchased. Tried to get a replacement part and they said they would send it and never did. Drawer flip thing cracked and we finally could open the drawer so we had to remove that. Now the ice maker has come detached and makes it impossible to open the freezer drawer. The handles won’t stay tightened as well.  I only got this fridge to match my stove. Stove is AMAZING! Fridge is the most expensive piece of garbage!,6
positive,"Perfect for what I needed it for, needed to protect my new glass top stove from getting scratched and banged up, needed the extra space.<br /><br />Love it",6
positive,"Wonderful to replace the old, bent filter. It was a very snug fit initially, but now works like charm.",6
positive,"Functions as expected. No wiring diagram, so take pictures before you take out the old one so you know what wires go where.",6
positive,as advertised,6
positive,Even packed with coffee not as strong as I like.,6
positive,"Easy to install.  It fit.  Doesn't sag when fully loaded.  The price is great, you get 4 new assemblies for about half the price as a single OEM. I will note as others have that the wheels do not turn as easily as the plastic originals.  They do turn.  I placed the empty rack on my granite countertop and the wheels roll... 4 stars instead of 5.",6
positive,This is a fabulous customer friendly company.  I highly recommend them and will shop whenever I can use this company's products.,6
positive,"4 out of 5 because the round, ground prong is not as pictured.  It is not on top of the blade prongs, but on the bottom, which is problematic if your outlets are normally installed, so you either have a cord pointing up or have to flip your outlet around to accommodate.",6
positive,Easy to use and great tasting water! Just wish it was a bit cheaper,6
positive,We go thru a lot of ice and this product meets our every need. easy to fill which we do 2-3 times every day!,6
positive,"this is the second time i ordered filters for my keurig coffee maker from this seller.  i love having extras, so when i need to replace the filter the extra filter is already available.",6
negative,"These filters are great, and I've used them for years in my Moccamaster.  But the description clearly says 2 packs of 400 in the description while only one pack of 400 is being sent.  And, I appear not to be the only one who has noticed this problem.",6
positive,You have to be there to empty it or the ice cubes will melt some,6
positive,Service was great and being able to substitute the filter fat a lower cost is a winner!,6
positive,Same as original.  Easy to install.,6
positive,I bought this reusable k- cup filter because I wanted to get away from the plastic ones.  My first cup was so good that I had a second cup.  Well made and easy to clean.,6
positive,Perfect,6
positive,"This package of five knob (4 for the burners and 1 smaller for the fan) was less cost than any competitor, and looks and installs just like the originals.",6
negative,I had it for 3 months and the water began to taste weird. Wouldn’t recommend this brand,6
negative,"I loved it for about 3 months, then the pump went out.",6
positive,"Very easy install, does make laundry a lot easier!",6
positive,I saved a bundle by buying this group,6
positive,Like,6
positive,"This sensing temperature and humidity set is the finest I have used. It senses inside and 3 location outside, changing every minute. Very easy to read.",6
positive,These filters were a lot less expensive and work just great in my Cuisinart coffee maker,6
negative,The hose seems to work as far as suction. It is hard to tell if it is actually sucking up any lint as I had to insert the entire length and could not see if lint was traveling through. What I do warn is that the photos on the site show a black gun like handle attachment. This does not come with the kit.,6
positive,"This thing works.  I have another reusable K-cup but it doesn't take paper filters.  The paper, filters out the unwanted oils in the coffee that make it bitter.  I think the price of the paper filters needs to drop.  I like a strong cup of coffee.  My preference for regular K-cups is Donut Shop.  I only gave it 4 stars because the paper filters should be a little deeper so I could get more coffee in it.  I also had to manipulate the spring in the bottom to allow more coffee without having a blowout.",6
positive,I wasn't sure if these would fit my mixpresso machine like a k-cup but fit nicely. Easily washable also.,6
positive,Good.,6
positive,I like how they are lighter in comparison to the thick paper counterpart. They are definitely a great value,6
positive,"This was a all around good product, shipped in great time everything I was expecting. Good job",6
positive,"I’ve wait a while to post my review to make sure it continues to work. Got here pretty quickly and wasn’t as hard as I thought it was going to be to install, did have to take the back panel off my stove in Order to make sure it was installed correctly, also has to be the ends straight as they where in an L shape, but overall only took me about 30 minutes to install and it works great and is still working almost two months later.",6
positive,As expected.,6
positive,These pads provide much needed elevation to my washer (so that I can open the storage compartment blocked by the pan) and seems to calm the vibration when the machine spins.,6
positive,"They aren't heavy duty, like some mentioned, but they work really well.  The price is great and there are 40 of them.  I can even gently rinse them.  My stove is one of those open burner ones, that have big holes, so sometime the edges get a little singed, but they still work very well.",6
positive,Very easy to use.  Very happy with purchase.,6
positive,"Installed easily! Exact fit and the washer is working again flawlessly! Noticed a few people noted that the plastic clip broke, so I took extra caution when installing it and didn't have any problems.",6
positive,Excellent filters for an exact fit~!  They work great.,6
positive,Gracias es excelente Gracias,6
positive,"I loved finding an alternative to the expensive carafe pods for the keurig, as well as eliminating the waste! Out of the box, we ran into a bit of a problem since every time the pod was put in, there was an error message. Since the regular pods come with a big blue circle sticker centered at 9 o'clock, we just rigged a little on using an old regular pod as shown. After that, works great and didn't need a filter. Otherwise this would be a 5 out of 5, maybe send a sticker with it next time.",6
negative,Failed in 4 months.  Made great ice for 31/2 months.  Then the ice cubes started to be frozen together.  Now the unit is rattling all day long.  Waiting for it to stop making ice.  Disappointed !,6
positive,Work just as good as name brands for half the price.,6
positive,It’s cost was the reason I chose this product.  It fits perfect.  Very difficult to open (clean).  If your dexterity isn’t 100% this might not be the best option.,6
negative,"I'm sure they are fine - haven't needed them yet.,",6
negative,"I have yet to use the filter, but feel ripped off already.  Shown as a GE product which I know works well but came as a generic with a poorly attached label.",6
negative,Does not update and LG tech support will not help you unless you are one of the companies work for them like sears,6
negative,Hood had a dent in front when it arrived. Had to return.,6
negative,"It works as intended if you don't let food get dried up on your plates (soak them in your sink as soon as your done eating). I do wish it was a bit taller, you cannot fit dinner plates if you are using the utensil top rack. Not bad for a 1 or 2 person household, saves time especially on glassware.",6
positive,Works great! Our fridge doesn’t have an ice maker so this is convenient.,6
positive,"Replaced my old one... actually lost the old one.  With Prime shipping, it was fast. By the way i didn't know if this would fit but it did... The open dimensions of my dryer were about 1.5 to 11.5 inches... So this thing was a perfect fit for it.",6
positive,Best way to get a grit free coffee.  No grinds ever except the coffee brew itself.  Easy clean-up since all you do is toss the used filter after use .,6
negative,"These worked well for us for a while, but the last 2 we got have drastically slowed the water flow. I've actually gone ahead and ordered the LG filter and it works much better. I think you get what you pay for.",6
positive,Exact match to original part and easy to install.,6
positive,Is as advertised.,6
positive,I just received this item recently and I'm really happy with it. I can tell it's of great quality and will last for a long time. I can't wait to set them up in my yard.,6
positive,Perfect fit for my Keurig. We drink a lot of coffee and have to switch out filters often. This is the most economical way to purchase.,6
positive,The original lasted 11 years. Hopefully this will last longer.,6
positive,"Fit well, tastes good",6
positive,Works great. Will need to defrost every few months depending on how cold you keep it.,6
positive,Great price for the product.,6
positive,This product works perfectly.  My old ice maker was no longer dropping the ice cubes properly causing everything to overfill and freeze solid.  I installed this new unit in about 5 minutes and it corrected my issue!,6
positive,Perfect replacement part; company was very responsive to my questions.,6
positive,"Definitely order the wrong version but for the same purpose? Idk if that makes sense, but I made it work and it fit good. Dishwasher is not moving when washing or when I open the front door to take dishes in/out. No regrets on this purchase!",6
positive,This is a great ice making machine. Easily fits on the counter at my office. It makes ice quickly. It has two size options - large and small ice. Easy to use. Just pour the water in and turn it on. Simple! I've been using it everyday for the past two months without any problems. Seems to be well made. Highly recommend.,6
positive,Works great!,6
positive,Product is exactly as described.,6
positive,"A strong wind blew our exterior door into the inside wall causing a hole in the wall - an impression from the door handle. This was a quick fix to not only hide the hole, but also to avoid it happening again. Hoping the adhesive holds, but there are 5 others in the package.",6
positive,Easy to install works great,6
positive,"Glad I was able to find these replacement parts for our 8 year old dishwasher - did the trick, and seems like they improved the design as well.",6
positive,This is good works good and many pieces of garments,6
positive,great,6
positive,"arrived quickly, packaged well for travel. preforms very well, easy to install",6
positive,"My ice maker quit working after 16 years. A quick youtube search showed me how to jumper the module to test water inlet valve and control module motor. My motor had gone bad so watched another video on replacing control module and ordered this one. Replacing took less than 10 minutes, it really is a DIY job. The new module works well and the ice is flowing again.",6
positive,"Easy install, looks good, lightweight, read electrical instructions",6
